Artist,Album,Title,Genre,Comments,music_folder,image_folder,lyrics,
Taylor Swift,Essentials,White Horse,Pop,Freak37,/songs/28 White Horse.mp3,/image/cover-329.jpg,"White Horse Lyrics
Say you're sorry, that face of an angel
Comes out just when you need it to
As I paced back and forth all this time
'Cause I honestly believed in you
Holdin' on, the days drag on
Stupid girl, I shoulda known, I shoulda known

That I'm not a princess, this ain't a fairytale
I'm not the one you'll sweep off her feet, lead her up the stairwell
This ain't Hollywood, this is a small town
I was a dreamer before you went and let me down
Now it's too late for you and your white horse
To come around
Maybe I was naive, got lost in your eyes
And never really had a chance
My mistake, I didn't know to be in love
You had to fight to have the upper hand
I had so many dreams about you and me
Happy endings, now I know

That I'm not a princess, this ain't a fairytale
I'm not the one you'll sweep off her feet, lead her up the stairwell
This ain't Hollywood, this is a small town
I was a dreamer before you went and let me down
Now it's too late for you and your white horse
To come around

And there you are on your knees
Beggin' for forgiveness, beggin' for me
Just like I always wanted
But I'm so sorry

'Cause I'm not your princess, this ain't our fairytale
I'm gonna find someone someday, who might actually treat me well
This is a big world, that was a small town
There in my rear view mirror disappearing now
And it's too late for you and your white horse
Now it's too late for you and your white horse
To catch me now
Oh, whoa, whoa, whoa
Try and catch me now, oh
It's too late to catch me now41Embed",
The Chainsmokers;sirenXX,100% Chainsmokers,Kanye,Pop,,/songs/29 - The Chainsmokers - Kanye.mp3,/image/cover-330.jpg,"Kanye Lyrics
I have never wished on hope
Didn’t need a telescope to see where I am going
I have never been the one trying hard to hold my tongue
It’s my stereo and

One day I'll stand with a crown on my head
Like a God, yeah, like a God
With every step, no, I won't second guess what I want

I wanna be like Kanye
I'll be the King of me always
Do what I want, I'll have it my way
All day, like Kanye-eah, yeah, yeah
Like Kanye, Kanye, yeah-ah, yeah-ah
Like Kanye, Kanye, yeah-ah, yeah-ah
I'll be the king of me
Born in a broken home, okay
Single momma let me chase what I was made for
We made out the paradise
Build on nickels, rubbing dimes
I'mma turn it to so much more

One day I'll stand with a crown on my head
Like a God yeah, like a God
With every step, no, I won't second guess what I want

I wanna be like Kanye
I'll be the King of me always
Do what I want, I'll have it my way
All day, like Kanye-eah, yeah, yeah

I'll be the king of me, me, me
I'll be the king of me, me, me
Like Kanye, Kanye, yeah-ah, yeah-ah

I have never wished on hope
Didn’t need a telescope to see where I am going
I have never been the one trying hard to hold my tongue
Is my stereo on
I wanna be like Kanye
Do what I want, I'll have it my way
I wanna be like Kanye
I'll be the king of me, me, me
I'll be the king of me, me, me
Like Kanye, Kanye, yeah-ah, yeah-ah45Embed",
Taylor Swift,Essentials,Begin Again,Pop,Freak37,/songs/29 Begin Again.mp3,/image/cover-331.jpg,"Begin Again Lyrics
Took a deep breath in the mirror
He didn't like it when I wore high heels
But I do
Turn the lock and put my headphones on
He always said he didn't get this song
But I do, I do

I walked in, expecting you'd be late
But you got here early and you stand and wave
I walk to you
You pull my chair out and help me in
And you don't know how nice that is
But I do
And you throw your head back laughing like a little kid
I think it's strange that you think I'm funny 'cause he never did
I've been spending the last eight months
Thinking all love ever does is break, and burn, and end
But on a Wednesday, in a café, I watched it begin again

You said you never met one girl who
Had as many James Taylor records as you
But I do
We tell stories and you don't know why
I'm coming off a little shy
But I do

But you throw your head back laughing like a little kid
I think it's strange that you think I'm funny 'cause he never did
I've been spending the last eight months
Thinking all love ever does is break, and burn, and end
But on a Wednesday, in a café, I watched it begin again


And we walked down the block to my car
And I almost brought him up
But you start to talk about the movies
That your family watches every single Christmas
And I wanna talk about that
And for the first time, what's past is past
'Cause you throw your head back laughing like a little kid
I think it's strange that you think I'm funny 'cause he never did
I've been spending the last eight months
Thinking all love ever does is break, and burn, and end
But on a Wednesday, in a café, I watched it begin again

Hmm, hmm
But on a Wednesday in a café, I watched it begin again40Embed",
The Beatles,Past Masters (Remastered),I Want To Hold Your Hand,(17)Rock,,/songs/29 i wanna hold your hand.mp3,,"I Want to Hold Your Hand Lyrics
Oh, yeah, I'll tell you something
I think you'll understand
When I'll say that something
I wanna hold your hand

I wanna hold your hand
I wanna hold your hand

Oh, please, say to me
You'll let me be your man
And please, say to me
You'll let me hold your hand
Now let me hold your hand
I wanna hold your hand

And when I touch you
I feel happy inside
It's such a feeling that, my love
I can't hide
I can't hide
I can't hide

Yeah, you
Got that something
I think you'll understand
When I'll
Say that something
I want to hold your hand

I wanna hold your hand
I wanna hold your hand

And when I touch you
I feel happy inside
It's such a feeling that, my love
I can't hide
I can't hide
I can't hide
Yeah, you
Got that something
I think you'll understand
When I'll
Feel that something
I wanna hold your hand

I wanna hold your hand
I wanna hold your hand
I wanna hold your hand14Embed",
The Chainsmokers;Drew Love,100% Chainsmokers,Somebody,Pop,,/songs/3 - The Chainsmokers - Somebody.mp3,/image/cover-333.jpg,"Somebody Lyrics
In the town full of fancy cars and
Crowded bars and supermodels
Looks exactly the way it did inside my head
When I dreamed about it
All the things I could live without
I need 'em now 'cause they're all around me
Only thing that I can't afford is to lose myself
Tryna please somebody, somebody

You should've known better
Than to listen to your heart again
People change with the weather
(Don't know, just know what I like)
I don't really like anybody
So don't tell me I'm like anybody else
You put it back together
Don't let it fall apart again
People change with the weather
In the town full of fancy cars and
Crowded bars and supermodels
Looks exactly the way it did inside my head
When I dreamed about it
All the things I could live without
I need 'em now 'cause they're all around me
Only thing that I can't afford is to lose myself
Tryna please somebody, somebody

Somebody
Somebody
(Don't know, just know what I like)
Somebody

In my head, I knew better (In my head, I knew better)
I won't blame it on my faults again
I know I should forget her
(Don't know, just know what I like)
I don't really like anybody
So don't tell me I'm like anybody

In the town full of fancy cars and
Crowded bars and supermodels
Looks exactly the way it did inside my head
When I dreamed about it
All the things I could live without
I need 'em now 'cause they're all around me
Only thing that I can't afford is to lose myself
Tryna please somebody, somebody
Somebody, somebody
Somebody, somebody
(Don't know, just know what I like)
Somebody, somebody
Somebody, somebody
(Don't know, just know what I like)

'Cause I don't really like anybody
So don't tell me I'm like anybody
'Cause I don't really like anybody
So don't tell me I'm like anybody

In the town full of fancy cars and
Crowded bars and supermodels
Looks exactly the way it did inside my head
When I dreamed about it
All the things I could live without
I need 'em now 'cause they're all around me
Only thing that I can't afford is to lose myself
Tryna please somebody, somebody

Somebody, somebody
Somebody, somebody
(Don't know, just know what I like)
Somebody, somebody
Somebody, somebody
(Don't know, just know what I like)
Lose myself tryna please somebody
Lose myself tryna please somebody34Embed",
Taylor Swift,Essentials,Shake It Off,Pop,Freak37,/songs/3 Shake It Off.mp3,/image/cover-334.jpg,"Shake It Off Lyrics
I stay out too late
Got nothing in my brain
That's what people say, mmm-mmm
That's what people say, mmm-mmm
I go on too many dates
But I can't make them stay
At least that's what people say, mmm-mmm
That's what people say, mmm-mmm

But I keep cruisin'
Can't stop, won't stop movin'
It's like I got this music in my mind
Sayin', ""It's gonna be alright""
'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

I never miss a beat
I'm lightnin' on my feet
And that's what they don't see, mmm-mmm
That's what they don't see, mmm-mmm
I'm dancin' on my own (Dancin' on my own)
I make the moves up as I go (Moves up as I go)
And that's what they don't know, mmm-mmm
That's what they don't know, mmm-mmm

But I keep cruisin'
Can't stop, won't stop groovin'
It's like I got this music in my mind
Sayin', ""It's gonna be alright""
'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

Shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off

Hey, hey, hey
Just think, while you've been gettin' down and out about the liars
And the dirty, dirty cheats of the world
You could've been gettin' down
To this sick beat

My ex-man brought his new girlfriend
She's like, ""Oh my God!"" But I'm just gonna shake
And to the fella over there with the hella good hair
Won't you come on over, baby?
We can shake, shake, shake
Yeah, oh, oh, oh
'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
(Haters gonna hate)
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off (Ha!)
Heartbreakers gonna break, break, break, break, break (Mmm)
And the fakers gonna fake, fake, fake, fake, fake
(And fake, and fake, and fake)
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off (I, I, I)

Shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
Shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off (Yeah!)
Shake it off, I shake it off
I, I, I shake it off, I shake it off (You got to)
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
228Embed",
Calum Scott,Only Human (Deluxe),Rhythm Inside,-13,https://musicriders.blogspot.com,/songs/3. Rhythm Inside.mp3,/image/cover-335.jpg,"Rhythm Inside Lyrics
So many eyes I can see
I'm static and I can't move my feet
From the moment that you stood next to me
Feeling manic, I forgot how to speak

There's a rhythm inside that I can't slow down
In this moment in time, no I won't stop now
Or give up, my hand's up, for love
And there's a rhythm inside that I can't slow down
In this moment in time, no I won't stop now
Give up, my hands up, for love

It feels like I can be the one for your love
Come show me what you're feeling
It feels like I can be the one for your love
Come show me how you're feeling
Come show me
Come show me what you're feeling
Come show me how you're feeling
(show me what you're feeling)
Time only knows how to heal
Feels like magic, I don't know if this is real
When the lights go out and my feet
Don't even wanna touch the ground
I feel the panic of my world turned upside down

There's a rhythm inside that I can't slow down
In this moment in time, no I won't stop now
Or give up, my hand's up, for love
And there's a rhythm inside that I can't slow down
In this moment in time, no I won't stop now
Give up, my hands up, for love

It feels like I can be the one for your love
Come show me what you're feeling
It feels like I can be the one for your love
Come show me how you're feeling
Come show me
Come show me what you're feeling
Come show me how you're feeling
(Show me what you're feeling)1Embed",
Katy Perry,Smile (Deluxe),Teary eyes,Pop,Freak37,/songs/3. Teary Eyes.mp3,/image/cover-336.jpg,"Teary Eyes Lyrics
Have you ever lost, lost the light in your life?
Have you ever left, left yourself behind?
Have you ever lied and just replied ""I'm fine""?
'Cause I can see you've lost, lost the light in your life

Wanna run like your mascara
Wine-stained lips talkin' to the mirror
If the sun comes up, don't even care at all

Just keep on dancin' with those teary eyes
Just keep on dancin' with those teary eyes
Promise one day, baby, they're gonna dry
Just keep on dancin' with those teary eyes
If love has left you with, with a question mark
If trust has left you fallin' in nobody's arms

If you wanna hide like your emotions
Heart can't break, it's already broken
If the sun comes up, don't even care at all

Just keep on dancin' with those teary eyes
Just keep on dancin' with those teary eyes
Promise one day, baby, they're gonna dry
Just keep on dancin' with those teary eyes

Oh, oh
Oh, oh
Just keep on dancin' with those teary eyes

Wanna run like your mascara
Wine-stained lips talkin' to the mirror
If the sun comes up, don't even care at all

Just keep on dancin' with those teary eyes (Oh)
Just keep on dancin' with those teary eyes
Promise one day, baby, they're gonna dry
Just keep on dancin' with those teary eyes
Keep on dancin' (Oh, oh)
Keep on dancin' (Oh)
Keep on dancin' (Oh)
Just keep on dancin' with those teary eyes3Embed",
The Chainsmokers;Florida Georgia Line,100% Chainsmokers,Last Day Alive,Pop,,/songs/30 - The Chainsmokers - Last Day Alive.mp3,/image/cover-337.jpg,"Run into the bright lights most nights, now or never
Always and forever the last day alive
The last day alive
Bottled up in adolescence
Bottom up forbidden essence
Twisted up in adolescence
Waking up within your arms
I feel alive and dangerous
You're dangerous, we're dangerous
Run into the bright lights most nights, now or never
Always and forever the last day alive
The last day alive
Now or never, it's now or never
Now or never, it's now or never (the last day alive)
Now or never, it's now or never
Now or never, it's now or never
The last day alive
Promises within the air
Drowning in love affair
The night is young and we are young
Run into the bright lights most nights, now or never
Always and forever the last day alive
The last day alive
Now or never, it's now or never
Now or never, it's now or never (the last day alive)
Now or never, it's now or never
Now or never, it's now or never
The last day alive
The last day alive
Run into the bright lights most nights, now or never
Always and forever the last day alive
The last day alive
The last day alive
Now or never, it's now or never
Now or never, it's now or never (the last day alive)
Now or never, it's now or never
Now or never, it's now or never
The last day alive
The last day alive
The last day alive",
Taylor Swift,Essentials,Out Of The Woods,Pop,Freak37,/songs/30 Out Of The Woods.mp3,/image/cover-338.jpg,"Out Of The Woods Lyrics
Looking at it now
It all seems so simple
We were lying on your couch
I remember
You took a Polaroid of us
Then discovered (Then discovered)
The rest of the world was black and white
But we were in screaming color
And I remember thinking

Are we out of the woods yet? Are we out of the woods yet?
Are we out of the woods yet? Are we out of the woods?
Are we in the clear yet? Are we in the clear yet?
Are we in the clear yet, in the clear yet? Good
Are we out of the woods yet? Are we out of the woods yet?
Are we out of the woods yet? Are we out of the woods?
Are we in the clear yet? Are we in the clear yet?
Are we in the clear yet, in the clear yet? Good
(Are we out of the woods?)
Looking at it now
Last December (Last December)
We were built to fall apart
Then fall back together (Back together)
Ooh, your necklace hanging from my neck
The night we couldn't quite forget
When we decided, we decided
To move the furniture so we could dance
Baby, like we stood a chance
Two paper airplanes flying, flying, flying
And I remember thinking

Are we out of the woods yet? Are we out of the woods yet?
Are we out of the woods yet? Are we out of the woods?
Are we in the clear yet? Are we in the clear yet?
Are we in the clear yet, in the clear yet? Good
Are we out of the woods yet? Are we out of the woods yet?
Are we out of the woods yet? (Oh) Are we out of the woods?
Are we in the clear yet? Are we in the clear yet?
Are we in the clear yet, in the clear yet? Good
(Are we out of the woods?)

Remember when you hit the brakes too soon?
Twenty stitches in the hospital room
When you started crying, baby, I did too
But when the sun came up, I was looking at you
Remember when we couldn't take the heat?
I walked out, I said, ""I'm setting you free""
But the monsters turned out to be just trees
When the sun came up, you were looking at me
You were looking at me, ooh
You were looking at me
(Are we out of the woods yet? Are we out of the woods yet?)
(Are we out of the woods yet? Are we out of the woods?)
I remember
(Are we in the clear yet? Are we in the clear yet?)
(Are we in the clear yet, in the clear yet? Good)
Oh, I remember
Are we out of the woods yet? Are we out of the woods yet? (Yeah, yeah)
Are we out of the woods yet? Are we out of the woods?
Are we in the clear yet? Are we in the clear yet? (Say, are we?)
Are we in the clear yet, in the clear yet? Good
Are we out of the woods yet? Are we out of the woods yet?
Are we out of the woods yet? Are we out of the woods?
Are we in the clear yet? (Yeah) Are we in the clear yet? (Yeah)
Are we in the clear yet, in the clear yet? Good (Clear yet? Good)
Are we out of the woods yet? Are we out of the woods yet?
Are we out of the woods yet? Are we out of the woods?
Are we in the clear yet? Are we in the clear yet?
Are we in the clear yet, in the clear yet? Good (Do you remember?)
Are we out of the woods yet? Are we out of the woods yet?
Are we out of the woods yet? Are we out of the woods?
Are we in the clear yet? Are we in the clear yet?
Are we in the clear yet, in the clear yet? Good162Embed",
The Beatles,The Beatles (The White Album) (Remastered),While My Guitar Gently Weeps,(17)Rock,,/songs/30 while my guitar gently weeps.mp3,,"While My Guitar Gently Weeps Lyrics
I look at you all, see the love there that's sleeping
While my guitar gently weeps
I look at the floor, and I see it needs sweeping
Still my guitar gently weeps

I don't know why nobody told you
How to unfold your love
I don't know how someone controlled you
They bought and sold you

I look at the world, and I notice it's turning
While my guitar gently weeps
With every mistake, we must surely be learning
Still my guitar gently weeps

I don't know how you were diverted
You were perverted too
I don't know how you were inverted
No one alerted you
I look at you all, see the love there that's sleeping
While my guitar gently weeps
(I look) Look at you all
Still my guitar gently weeps

Oh, oh
Oh, oh, oh, oh, oh, oh, oh
Oh, oh, oh, oh
Yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, oh, ooh38Embed",
The Beatles,Past Masters (Remastered),Long Tall Sally,(17)Rock,,/songs/31 long tall sally.mp3,,"Long Tall Sally Lyrics
I'm going to tell Aunt Mary about Uncle John
He says he had the misery it but he got a lot of fun
Oh baby
Yeeeah now baby
Woooooh baby
Some fun tonight

I saw Uncle John with long tall Sally
He saw Aunt Mary coming and he ducked back in the alley
Oh baby
Yeeeeah now baby
Woooooh baby
Some fun tonight

Well long tall Sally built pretty sweet
She got everything that Uncle John needs
Oh baby
Yeeeah now baby
Woooooh baby
Some fun tonight


Well, we're going to have some fun tonight
Have some fun tonight
Everything's alright
Have some fun tonight
Have some fun, yeah yeah yeah
We're going to have some fun tonight
Have some fun tonight
Everything's alright
Have some fun tonight
Yeah, we'll have some fun, some fun tonightEmbed",
The Beatles,Past Masters (Remastered),Lady Madonna,(17)Rock,,/songs/32 lady madonna.mp3,,"Lady Madonna Lyrics

Lady Madonna, children at your feet
Wonder how you manage to make ends meet
Who finds the money when you pay the rent?
Did you think that money was heaven sent?

Friday night arrives without a suitcase
Sunday morning creeping like a nun
Monday's child has learned to tie his bootlace
See how they run

Lady Madonna, baby at your breast
Wonders how you manage to feed the rest

See how they run

Lady Madonna, lying on the bed
Listen to the music playing in your head

Tuesday afternoon is never ending
Wednesday morning papers didn't come
Thursday night your stockings needed mending
See how they run

Lady Madonna, children at your feet
Wonder how you manage to make ends meet
11Embed",
The Beatles,Past Masters (Remastered),Hey Jude,(17)Rock,,/songs/33 hey jude.mp3,,"Hey Jude Lyrics
Hey Jude, don't make it bad
Take a sad song and make it better
Remember to let her into your heart
Then you can start to make it better

Hey Jude, don't be afraid
You were made to go out and get her
The minute you let her under your skin
Then you begin to make it better

And anytime you feel the pain, hey Jude, refrain
Don't carry the world upon your shoulders
For well you know that it's a fool who plays it cool
By making his world a little colder
Na na na na na na na na na na
Hey Jude, don't let me down
You have found her, now go and get her
(Let it out and let it in)
Remember (Hey Jude) to let her into your heart
Then you can start to make it better

So let it out and let it in, hey Jude, begin
You're waiting for someone to perform with
And don't you know that it's just you, hey Jude, you'll do
The movement you need is on your shoulder
Na na na na na na na na na yeah

Hey Jude, don't make it bad
Take a sad song and make it better
Remember to let her under your skin
Then you'll begin to make it (Woah, fucking hell!)
Better better better better better better, oh

Yeah yeah yeah yeah yeah yeah yeah
Naa na na na na na na, na na na na, hey Jude
Naa na na na na na na, na na na na, hey Jude
Naa na na na na na na, na na na na, hey Jude
Naa na na na na na na, na na na na, hey Jude
(Jude Judy Judy Judy Judy Judy ow wow)
Naa na na na na na na (Na na na), na na na na, hey Jude
(Jude Jude Jude Jude Jude)
Naa na na na na na na (Yeah yeah yeah), na na na na, hey Jude
(You know you can make, Jude Jude, You're not gonna break it)
Naa na (Don't make it bad Jude) na na na na na (Take a sad song and make it better), na na na na, hey Jude
Hey Jude, hey Jude wow
Naa na na na na na na, na na na na, hey Jude
Naa na na na na na na, na na na na, hey Jude
Jude Jude Jude Jude Jude Jude
Naa na na na na na na, na na na na, hey Jude
Naa na na na na na na, na na na na, hey Jude
(Na na na na na na na na na na na na)
Naa na na na na na na, na na na na, hey Jude
Naa na na na na na na, na na na na, hey Jude
Naa na na na na na na (Make it Jude), na na na na, hey Jude
(Yeah yeah yeah yeah yeah yeah yeah)
Naa na na na na na na, na na na na, hey Jude
(Go listen to ya ma ma ma ma ma ma ma ma)
Naa na na na na na na, na na na na, hey Jude
Naa na na na na na na, na na na na, hey Jude97Embed",
The Beatles,Past Masters (Remastered),Revolution,(17)Rock,,/songs/34 revolution.mp3,,"Revolution Lyrics
Aah!

You say you want a revolution
Well, you know
We'd all love to change the world
You tell me that it's evolution
Well, you know
We'd all love to change the world

But when you talk about destruction
Don't you know that you can count me out

Don't you know it's gonna be alright?
(Don't you know it's gonna be) Alright
(Don't you know it's gonna be) Alright
You say you got a real solution
Well, you know
We'd all love to see the plan
(Oh, shooby-doo-wah, oh, shooby-doo-wah)
You ask me for a contribution
Well, you know
We're all doing what we can
(Oh, shooby-doo-wah, oh, shooby-doo-wah)

But if you want money for people with minds that hate
All I can tell you is, brother, you have to wait

Don't you know it's gonna be alright?
(Don't you know it's gonna be) Alright
(Don't you know it's gonna be) Alright


You say you'll change the constitution
Well, you know
We all love to change your head
(Shooby-doo-wah, oh, shooby-doo-wah)
You tell me it's the institution
Well, you know
You better free your mind instead
(Shooby-doo-wah, oh, shooby-doo-wah)
But if you go carrying pictures of Chairman Mao
You ain't going to make it with anyone anyhow

Don't you know it's gonna be
Alright
Alright
Alright

Alright, alright
Alright, alright
Alright, alright
Alright, alright!9Embed",
The Beatles,Past Masters (Remastered),Don't Let Me Down,(17)Rock,,/songs/35 don't let me down.mp3,,"Don’t Let Me Down Lyrics
Don't let me down, don't let me down
Don't let me down, don't let me down

Nobody ever loved me like she does
Oh, she does
Yeah, she does
And if somebody loved me like she do me
Oh, she do me
Yes, she does

Don't let me down, don't let me down
Don't let me down, don't let me down
I'm in love for the first time
Don't you know it's gonna last
It's a love that lasts forever
It's a love that has no past (Seeking past)
Don't let me down, don't let me down
Don't let me down, don't let me down

And from the first time that she really done me
Oh, she done me
She done me good
I guess nobody ever really done me
Oh, she done me
She done me good

Don't let me down, don't let me down
Don't let me down, don't let me down

Don't let me down
Don't let me down, don't let me let down
Can you dig it? Don't let me down10Embed",
The Beatles,Past Masters (Remastered),The Ballad Of John And Yoko,(17)Rock,,/songs/36 the ballad of john and yoko.mp3,,"The Ballad of John and Yoko Lyrics
Standing in the dock at Southampton
Trying to get to Holland or France
The man in the mac said, ""You've got to go back""
You know they didn't even give us a chance

Christ, you know it ain't easy
You know how hard it can be
The way things are going
They're gonna crucify me

Finally made the plane into Paris
Honeymooning down by the Seine
Peter Brown called to say, ""You can make it okay
You can get married in Gibraltar, near Spain""
Christ, you know it ain't easy
You know how hard it can be
The way things are going
They're gonna crucify me

Drove from Paris to the Amsterdam Hilton
Talking in our beds for a week
The news people said, ""Say what you doing in bed?""
I said, ""We're only trying to get us some peace""

Christ, you know it ain't easy
You know how hard it can be
The way things are going
They're gonna crucify me

Saving up your money for a rainy day
Giving all your clothes to charity
Last night the wife said, ""Poor boy, when you're dead
You don't take nothing with you but your soul""
Think!

Made a lightning trip to Vienna
Eating chocolate cake in a bag
The newspaper said, ""She's gone to his head
They look just like two gurus in drag""
Christ, you know it ain't easy
You know how hard it can be
The way things are going
They're gonna crucify me

Caught the early plane back to London
Fifty acorns tied in a sack
The men from the press said, ""We wish you success
It's good to have the both of you back""

Christ, you know it ain't easy
You know how hard it can be
The way things are going
They're gonna crucify me
The way things are going
They're gonna crucify me
10Embed",
The Beatles,Past Masters (Remastered),Let It Be,(17)Rock,,/songs/37 let it be.mp3,,"Let It Be Lyrics
When I find myself in times of trouble, Mother Mary comes to me
Speaking words of wisdom, ""Let it be""
And in my hour of darkness, she is standing right in front of me
Speaking words of wisdom, ""Let it be""

Let it be, let it be, let it be, let it be
Whisper words of wisdom, let it be

And when the brokenhearted people living in the world agree
There will be an answer, let it be
For though they may be parted, there is still a chance that they will see
There will be an answer, let it be
Let it be, let it be, let it be, let it be
Yeah, there will be an answer, let it be
Let it be, let it be, let it be, let it be
Whisper words of wisdom, let it be

Let it be, let it be, let it be, yeah, let it be
Whisper words of wisdom, let it be

And when the night is cloudy, there is still a light that shines on me
Shine on 'til tomorrow, let it be
I wake up to the sound of music, Mother Mary comes to me
Speaking words of wisdom, ""Let it be""

Let it be, let it be, let it be, yeah, let it be
Oh, there will be an answer, let it be
Let it be, let it be, let it be, yeah, let it be
Oh, there will be an answer, let it be
Let it be, let it be, let it be, yeah, let it be
Whisper words of wisdom, let it be116Embed",
The Beatles,Sgt. Peppers Lonely Hearts Club Band (Remastered),Sgt. Pepper's Lonely Hearts Club Band,(17)Rock,,/songs/38 sgt. peppers lonely hearts club band.mp3,,"Sgt. Pepper’s Lonely Hearts Club Band Lyrics
It was twenty years ago today
When Sgt. Pepper taught the band to play
They've been going in and out of style
But they're guaranteed to raise a smile
So may I introduce to you
The act you've known for all these years
Sgt. Pepper's Lonely Hearts Club Band
We're Sgt. Pepper's Lonely Hearts Club Band
We hope you will enjoy the show
Sgt. Pepper's Lonely Hearts Club Band
Sit back and let the evening go
Sgt. Pepper's Lonely, Sgt. Pepper's Lonely
Sgt. Pepper's Lonely Hearts Club Band
It's wonderful to be here
It's certainly a thrill
You're such a lovely audience
We'd like to take you home with us
We'd love to take you home

I don't really want to stop the show
But I thought you might like to know
That the singer's going to sing a song
And he wants you all to sing along
So let me introduce to you
The one and only Billy Shears
And Sgt. Pepper's Lonely Hearts Club Band25Embed",
The Beatles,Sgt. Peppers Lonely Hearts Club Band (Remastered),With A Little Help From My Friends,(17)Rock,,/songs/39 with a little help from my friends.mp3,,"What would you think if I sang out of tune?
Would you stand up and walk out on me?
Lend me your ears and I'll sing you a song
And I'll try not to sing out of key
Oh, I get by with a little help from my friends
Mm, I get high with a little help from my friends
Mm, gonna try with a little help from my friends
What do I do when my love is away?
Does it worry you to be alone?
How do I feel by the end of the day?
Are you sad because you're on your own?
No, I get by with a little help from my friends
Mm, get high with a little help from my friends
Mm, gonna try with a little help from my friends
Do you need anybody?
I need somebody to love
Could it be anybody?
I want somebody to love
Would you believe in a love at first sight?
Yes, I'm certain that it happens all the time
What do you see when you turn out the light?
I can't tell you, but I know it's mine
Oh, I get by with a little help from my friends
Mm, get high with a little help from my friends
Oh, I'm gonna try with a little help from my friends
Do you need anybody?
I just need someone to love
Could it be anybody?
I want somebody to love
Oh, I get by with a little help from my friends
Mm, gonna try with a little help from my friends
Oh, I get high with a little help from my friends
Yes, I get by with a little help from ",
The Chainsmokers;Halsey,100% Chainsmokers,Closer,Pop,,/songs/4 - The Chainsmokers - Closer.mp3,/image/cover-349.jpg,"Hey, I was doing just fine before I met you
I drink too much, and that's an issue, but I'm okay
Hey, you tell your friends it was nice to meet them
But I hope I never see them again
I know it breaks your heart
Moved to the city in a broke-down car, and
Four years, no calls
Now you're looking pretty in a hotel bar, and
I-I-I can't stop
No, I-I-I can't stop
So, baby, pull me closer
In the back seat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder
Pull the sheets right off the corner
Of that mattress that you stole
From your roommate back in Boulder
We ain't ever getting older
We ain't ever getting older
We ain't ever getting older
You look as good as the day I met you
I forget just why I left you, I was insane
Stay and play that Blink-182 song
That we beat to death in Tucson, okay
I know it breaks your heart
Moved to the city in a broke-down car, and
Four years, no call
Now I'm looking pretty in a hotel bar, and
I-I-I can't stop
No, I-I-I can't stop
So, baby, pull me closer
In the back seat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder
Pull the sheets right off the corner
Of that mattress that you stole
From your roommate back in Boulder
We ain't ever getting older
We ain't ever getting older
We ain't ever getting older
So, baby, pull me closer
In the back seat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder
Pull the sheets right off the corner
Of that mattress that you stole
From your roommate back in Boulder
We ain't ever getting older
We ain't ever getting older
No, we ain't ever getting older
We ain't ever getting older
No, we ain't ever getting older
We ain't ever getting older
We ain't ever getting older
We ain't ever getting older
No, we ain't ever getting older
We ain't ever getting older
No, we ain't ever getting older",
